trade_id,event_kind,source_pair_id,support_pair_ids,support_pair_count,support_pair_expectancy_mean,side,symbol,signal_dt,entry_dt,exit_dt,entry_ref_price,entry_fill_price,exit_ref_price,exit_fill_price,size,gross_price_pnl,entry_fee_allocated,exit_fee,spread_cost,slippage_cost,pnl,reason,latency_bars,partial_fill_ratio,rejected_entry_flag,friction_preset
5.0,exit_fragment,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema15_dist0.000,1,2.779529070266362,long,AVAX/USDT,2023-06-25,2023-06-27 00:00:00,2023-06-28 00:00:00,13.15,13.168409999999998,12.097326690837653,12.073132037455977,8.924431889951867,-9.774733577289366,0.11752057814396105,0.10774584456667168,0.08636941448230197,0.12955412172345293,-10.0,stop_loss,1,1.0,False,stress
6.0,exit_fragment,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema15_dist0.000,1,2.672049769214279,long,AVAX/USDT,2023-06-25,2023-06-27 00:00:00,2023-06-28 00:00:00,13.15,13.168409999999998,12.097326690837653,12.073132037455977,4.053731606454012,-4.439962894617251,0.05338119982374507,0.04894123692912782,0.03923145244819866,0.05884717867229798,-4.542285331370124,stop_loss,1,0.45422853313701245,False,stress
7.0,exit_fragment,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema20_dist0.000,1,2.8093317976574874,long,LINK/USDT,2023-06-27,2023-06-27 04:00:00,2023-06-28 16:00:00,6.189,6.1976645999999995,5.752115583666097,5.740611352498765,21.322346993306606,-9.745447937638973,0.13214875514933278,0.12240330721169382,0.0981188835364279,0.14717832530464184,-10.0,stop_loss,0,1.0,False,stress
8.0,exit_fragment,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema20_dist0.000,1,2.710105416612176,long,LINK/USDT,2023-06-27,2023-06-27 04:00:00,2023-06-28 16:00:00,6.189,6.1976645999999995,5.752115583666097,5.740611352498765,21.322346993306606,-9.745447937638973,0.13214875514933278,0.12240330721169382,0.0981188835364279,0.14717832530464184,-10.0,stop_loss,0,1.0,False,stress
9.0,entry_filled,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema20_dist0.000,1,2.8093317976574874,short,AVAX/USDT,2023-06-29,2023-06-30 00:00:00,,12.68,12.662247999999998,,,8.815913272639236,0.0,0.1116292802046496,0.0,0.08942862423765241,0.0670714681782393,-0.1116292802046496,entry_filled,0,1.0,False,stress
10.0,entry_filled,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema20_dist0.000,1,2.710105416612176,short,AVAX/USDT,2023-06-29,2023-06-30 00:00:00,,12.68,12.662247999999998,,,8.815913272639236,0.0,0.1116292802046496,0.0,0.08942862423765241,0.0670714681782393,-0.1116292802046496,entry_filled,0,1.0,False,stress
11.0,entry_filled,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema15_dist0.000,1,2.779529070266362,short,AVAX/USDT,2023-06-29,2023-06-30 00:00:00,,12.68,12.662247999999998,,,8.815913272639236,0.0,0.1116292802046496,0.0,0.08942862423765241,0.0670714681782393,-0.1116292802046496,entry_filled,0,1.0,False,stress
,entry_rejected,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema15_dist0.000,1,2.672049769214279,short,AVAX/USDT,2023-06-29,2023-06-30 00:00:00,,12.68,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,entry_rejected,0,,True,stress
12.0,entry_filled,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema15_dist0.000,1,2.672049769214279,short,AVAX/USDT,2023-07-05,2023-07-06 00:00:00,,12.67,12.652261999999999,,,9.471327068115805,0.0,0.11983371155349301,0.0,0.09600137116242181,0.07200102837181635,-0.11983371155349301,entry_filled,0,1.0,False,stress
9.0,exit_fragment,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema20_dist0.000,1,2.8093317976574874,short,AVAX/USDT,2023-06-29,2023-06-30 00:00:00,2023-07-08 00:00:00,12.68,12.662247999999998,13.742642767622492,13.770128053157737,8.815913272639236,-9.766974465125577,0.1116292802046496,0.12139625466977517,0.09692315742097818,0.14538473613146727,-10.000000000000002,stop_loss,0,1.0,False,stress
10.0,exit_fragment,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema20_dist0.000,1,2.710105416612176,short,AVAX/USDT,2023-06-29,2023-06-30 00:00:00,2023-07-08 00:00:00,12.68,12.662247999999998,13.742642767622492,13.770128053157737,8.815913272639236,-9.766974465125577,0.1116292802046496,0.12139625466977517,0.09692315742097818,0.14538473613146727,-10.000000000000002,stop_loss,0,1.0,False,stress
11.0,exit_fragment,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema15_dist0.000,1,2.779529070266362,short,AVAX/USDT,2023-06-29,2023-06-30 00:00:00,2023-07-08 00:00:00,12.68,12.662247999999998,13.742642767622492,13.770128053157737,8.815913272639236,-9.766974465125577,0.1116292802046496,0.12139625466977517,0.09692315742097818,0.14538473613146727,-10.000000000000002,stop_loss,0,1.0,False,stress
12.0,exit_fragment,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema15_dist0.000,1,2.672049769214279,short,AVAX/USDT,2023-07-05,2023-07-06 00:00:00,2023-07-08 00:00:00,12.67,12.652261999999999,13.654437370157359,13.681746244897674,9.471327068115805,-9.750581994898115,0.11983371155349301,0.12958429354839113,0.10346051381109071,0.15519077071663606,-9.999999999999998,stop_loss,0,1.0,False,stress
13.0,entry_filled,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema20_dist0.000,1,2.8093317976574874,short,DOGE/USDT,2023-07-10,2023-07-11 00:00:00,,0.06523,0.065086494,,,1958.5092362422783,0.0,0.1274724996536276,0.0,0.15330426897610056,0.12775355748008382,-0.1274724996536276,entry_filled,0,1.0,False,stress
14.0,entry_filled,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema20_dist0.000,1,2.710105416612176,short,DOGE/USDT,2023-07-10,2023-07-11 00:00:00,,0.06523,0.065086494,,,1958.5092362422783,0.0,0.1274724996536276,0.0,0.15330426897610056,0.12775355748008382,-0.1274724996536276,entry_filled,0,1.0,False,stress
15.0,entry_filled,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema15_dist0.000,1,2.672049769214279,short,DOGE/USDT,2023-07-10,2023-07-11 00:00:00,,0.06523,0.065086494,,,1958.5092362422783,0.0,0.1274724996536276,0.0,0.15330426897610056,0.12775355748008382,-0.1274724996536276,entry_filled,0,1.0,False,stress
16.0,entry_filled,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema15_dist0.000,1,2.779529070266362,short,DOGE/USDT,2023-07-10,2023-07-12 00:00:00,,0.06529,0.065146362,,,1958.3897576704505,0.0,0.12758196809029143,0.0,0.15343592073396445,0.12786326727830372,-0.12758196809029143,entry_filled,1,1.0,False,stress
13.0,exit_fragment,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema20_dist0.000,1,2.8093317976574874,short,DOGE/USDT,2023-07-10,2023-07-11 00:00:00,2023-07-13 00:00:00,0.06523,0.065086494,0.07042,0.070645344,1958.5092362422783,-10.887059067885398,0.1274724996536276,0.13835955872151304,0.16550186449941748,0.2758364408323625,-11.152891126260538,account_breach_liquidation,0,1.0,False,stress
14.0,exit_fragment,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema20_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema20_dist0.000,1,2.710105416612176,short,DOGE/USDT,2023-07-10,2023-07-11 00:00:00,2023-07-13 00:00:00,0.06523,0.065086494,0.07042,0.070645344,1958.5092362422783,-10.887059067885398,0.1274724996536276,0.13835955872151304,0.16550186449941748,0.2758364408323625,-11.152891126260538,account_breach_liquidation,0,1.0,False,stress
15.0,exit_fragment,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema15_dist0.000,1,2.672049769214279,short,DOGE/USDT,2023-07-10,2023-07-11 00:00:00,2023-07-13 00:00:00,0.06523,0.065086494,0.07042,0.070645344,1958.5092362422783,-10.887059067885398,0.1274724996536276,0.13835955872151304,0.16550186449941748,0.2758364408323625,-11.152891126260538,account_breach_liquidation,0,1.0,False,stress
16.0,exit_fragment,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema15_dist0.000,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema15_dist0.000,1,2.779529070266362,short,DOGE/USDT,2023-07-10,2023-07-12 00:00:00,2023-07-13 00:00:00,0.06529,0.065146362,0.07042,0.070645344,1958.3897576704505,-10.769150026414168,0.12758196809029143,0.1383511181167056,0.16549176808218374,0.2758196134703062,-11.035083112621166,account_breach_liquidation,1,1.0,False,stress
